Provider type,State/territory of delivery location,Age group,Previous highest education level,Level of education, Year, 2019, 2020, 2021, 2022, 2023
Private training providers,Western Australia,15 to 19 years,Miscellaneous education,Certificate III,,40,45,55,70,75
Private training providers,Western Australia,15 to 19 years,Miscellaneous education,Certificate II,,100,110,225,195,280
Private training providers,Western Australia,15 to 19 years,Miscellaneous education,Certificate I,,20,15,35,45,40
Private training providers,Western Australia,15 to 19 years,Miscellaneous education,Non-AQF level,,-,5,5,-,5
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Totals,,"4,785","4,845","5,295","5,585","4,615"
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Advanced diploma,,-,5,-,-,-
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Diploma,,5,15,20,15,20
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Certificate IV,,15,45,40,55,145
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Certificate III,,580,605,730,"1,070","1,210"
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Certificate II,,"3,000","3,135","3,445","3,445","2,345"
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Certificate I,,"1,180","1,030","1,040",975,855
Private training providers,Western Australia,15 to 19 years,Year 9 or lower,Non-AQF level,,5,10,25,25,35
Private training providers,Western Australia,15 to 19 years,Did not go to school,Totals,,5,10,10,15,5
Private training providers,Western Australia,15 to 19 years,Did not go to school,Certificate IV,,-,-,-,5,-
Private training providers,Western Australia,15 to 19 years,Did not go to school,Certificate III,,-,-,-,5,-
Private training providers,Western Australia,15 to 19 years,Did not go to school,Certificate II,,5,10,5,5,-
Private training providers,Western Australia,15 to 19 years,Did not go to school,Certificate I,,-,-,5,-,-
Private training providers,Western Australia,15 to 19 years,Not known,Totals,,"6,815","1,710","1,770","3,995","6,310"
Private training providers,Western Australia,15 to 19 years,Not known,Advanced diploma,,5,-,-,30,40
Private training providers,Western Australia,15 to 19 years,Not known,Diploma,,50,50,45,75,135
Private training providers,Western Australia,15 to 19 years,Not known,Certificate IV,,440,375,540,695,800
Private training providers,Western Australia,15 to 19 years,Not known,Certificate III,,870,490,455,565,"1,265"
Private training providers,Western Australia,15 to 19 years,Not known,Certificate II,,"5,085",595,440,"2,120","3,670"
Private training providers,Western Australia,15 to 19 years,Not known,Certificate I,,240,80,130,140,100
Private training providers,Western Australia,15 to 19 years,Not known,Non-AQF level,,125,120,160,370,305
Private training providers,Tasmania,Totals,,,,"2,320","1,935","2,500","2,935","2,005"
Private training providers,Tasmania,15 to 19 years,Totals,,,"2,320","1,935","2,500","2,935","2,005"
Private training providers,Tasmania,15 to 19 years,Bachelor degree / Higher degree level,Totals,,5,-,-,5,-
Private training providers,Tasmania,15 to 19 years,Bachelor degree / Higher degree level,Certificate IV,,5,-,-,-,-
Private training providers,Tasmania,15 to 19 years,Bachelor degree / Higher degree level,Certificate III,,-,-,-,5,-
Private training providers,Tasmania,15 to 19 years,Diploma,Totals,,5,5,-,-,5
Private training providers,Tasmania,15 to 19 years,Certificate IV,Totals,,5,-,5,10,-
Private training providers,Tasmania,15 to 19 years,Certificate IV,Certificate IV,,-,-,-,5,-
Private training providers,Tasmania,15 to 19 years,Certificate IV,Certificate III,,5,-,5,5,-
Private training providers,Tasmania,15 to 19 years,Certificate III,Totals,,110,110,135,110,90
Private training providers,Tasmania,15 to 19 years,Certificate III,Diploma,,10,5,10,20,5
Private training providers,Tasmania,15 to 19 years,Certificate III,Certificate IV,,20,20,25,25,25
Private training providers,Tasmania,15 to 19 years,Certificate III,Certificate III,,60,60,80,60,40
Private training providers,Tasmania,15 to 19 years,Certificate III,Certificate II,,10,15,10,5,5
Private training providers,Tasmania,15 to 19 years,Certificate III,Non-AQF level,,10,5,10,5,10
Private training providers,Tasmania,15 to 19 years,Year 12,Totals,,620,505,660,815,500
Private training providers,Tasmania,15 to 19 years,Year 12,Advanced diploma,,5,-,-,-,-
Private training providers,Tasmania,15 to 19 years,Year 12,Diploma,,40,10,15,20,15
Private training providers,Tasmania,15 to 19 years,Year 12,Certificate IV,,30,30,40,70,55
Private training providers,Tasmania,15 to 19 years,Year 12,Certificate III,,380,350,480,605,330
Private training providers,Tasmania,15 to 19 years,Year 12,Certificate II,,135,85,95,80,65
Private training providers,Tasmania,15 to 19 years,Year 12,Certificate I,,15,10,10,20,15
Private training providers,Tasmania,15 to 19 years,Year 12,Non-AQF level,,10,25,20,15,25
Private training providers,Tasmania,15 to 19 years,Year 11,Totals,,445,380,550,685,430
Private training providers,Tasmania,15 to 19 years,Year 11,Diploma,,5,5,5,-,5
Private training providers,Tasmania,15 to 19 years,Year 11,Certificate IV,,10,10,15,15,15
Private training providers,Tasmania,15 to 19 years,Year 11,Certificate III,,270,235,355,510,295
Private training providers,Tasmania,15 to 19 years,Year 11,Certificate II,,135,95,125,125,85
Private training providers,Tasmania,15 to 19 years,Year 11,Certificate I,,10,15,15,20,15
Private training providers,Tasmania,15 to 19 years,Year 11,Non-AQF level,,15,15,35,15,20
Private training providers,Tasmania,15 to 19 years,Certificate II,Totals,,35,25,35,35,30
Private training providers,Tasmania,15 to 19 years,Certificate II,Certificate IV,,-,-,5,5,-
Private training providers,Tasmania,15 to 19 years,Certificate II,Certificate III,,25,20,25,25,20
Private training providers,Tasmania,15 to 19 years,Certificate II,Certificate II,,10,5,5,5,10
Private training providers,Tasmania,15 to 19 years,Year 10,Totals,,490,505,625,830,630
Private training providers,Tasmania,15 to 19 years,Year 10,Diploma,,5,5,5,5,5
Private training providers,Tasmania,15 to 19 years,Year 10,Certificate IV,,10,10,15,20,10
Private training providers,Tasmania,15 to 19 years,Year 10,Certificate III,,290,295,370,610,455
Private training providers,Tasmania,15 to 19 years,Year 10,Certificate II,,140,160,170,155,120
Private training providers,Tasmania,15 to 19 years,Year 10,Certificate I,,20,20,35,25,5
Private training providers,Tasmania,15 to 19 years,Year 10,Non-AQF level,,25,20,30,15,30
Private training providers,Tasmania,15 to 19 years,Certificate I,Totals,,5,5,50,45,5
Private training providers,Tasmania,15 to 19 years,Certificate I,Certificate II,,5,5,5,5,-
Private training providers,Tasmania,15 to 19 years,Certificate I,Non-AQF level,,-,-,40,40,-
Private training providers,Tasmania,15 to 19 years,Miscellaneous education,Totals,,-,-,5,-,5
Private training providers,Tasmania,15 to 19 years,Year 9 or lower,Totals,,200,195,310,295,245
Private training providers,Tasmania,15 to 19 years,Year 9 or lower,Certificate IV,,5,-,-,5,5
Private training providers,Tasmania,15 to 19 years,Year 9 or lower,Certificate III,,100,95,120,180,95
Private training providers,Tasmania,15 to 19 years,Year 9 or lower,Certificate II,,40,40,75,40,45
Private training providers,Tasmania,15 to 19 years,Year 9 or lower,Certificate I,,45,50,65,30,10
Private training providers,Tasmania,15 to 19 years,Year 9 or lower,Non-AQF level,,10,10,50,45,90
Private training providers,Tasmania,15 to 19 years,Not known,Totals,,405,200,125,100,60
Private training providers,Tasmania,15 to 19 years,Not known,Advanced diploma,,45,30,-,-,-
Private training providers,Tasmania,15 to 19 years,Not known,Diploma,,170,50,5,5,5
Private training providers,Tasmania,15 to 19 years,Not known,Certificate IV,,20,5,-,10,5
Private training providers,Tasmania,15 to 19 years,Not known,Certificate III,,130,80,90,65,35
Private training providers,Tasmania,15 to 19 years,Not known,Certificate II,,30,30,25,20,10
Private training providers,Tasmania,15 to 19 years,Not known,Non-AQF level,,10,10,5,-,5
Private training providers,Northern Territory,Totals,,,,795,795,"1,080","1,025",990
Private training providers,Northern Territory,15 to 19 years,Totals,,,795,795,"1,080","1,025",990
Private training providers,Northern Territory,15 to 19 years,Diploma,Totals,,-,-,-,5,-
Private training providers,Northern Territory,15 to 19 years,Diploma,Certificate III,,-,-,-,5,-
Private training providers,Northern Territory,15 to 19 years,Certificate IV,Totals,,-,5,10,-,-
Private training providers,Northern Territory,15 to 19 years,Certificate IV,Diploma,,-,-,5,-,-
Private training providers,Northern Territory,15 to 19 years,Certificate IV,Certificate III,,-,5,5,-,-
Private training providers,Northern Territory,15 to 19 years,Certificate III,Totals,,75,90,95,75,70
Private training providers,Northern Territory,15 to 19 years,Certificate III,Diploma,,-,5,15,10,10
Private training providers,Northern Territory,15 to 19 years,Certificate III,Certificate IV,,45,50,50,35,20
Private training providers,Northern Territory,15 to 19 years,Certificate III,Certificate III,,20,30,15,25,40
Private training providers,Northern Territory,15 to 19 years,Certificate III,Certificate II,,5,5,5,5,-
Private training providers,Northern Territory,15 to 19 years,Certificate III,Non-AQF level,,5,5,10,5,-
Private training providers,Northern Territory,15 to 19 years,Year 12,Totals,,190,135,240,170,180
Private training providers,Northern Territory,15 to 19 years,Year 12,Diploma,,10,10,5,10,15
Private training providers,Northern Territory,15 to 19 years,Year 12,Certificate IV,,35,20,20,15,25
Private training providers,Northern Territory,15 to 19 years,Year 12,Certificate III,,100,65,90,105,95
Private training providers,Northern Territory,15 to 19 years,Year 12,Certificate II,,25,25,55,25,25
Private training providers,Northern Territory,15 to 19 years,Year 12,Certificate I,,10,5,15,5,-
Private training providers,Northern Territory,15 to 19 years,Year 12,Non-AQF level,,10,15,50,10,15
Private training providers,Northern Territory,15 to 19 years,Year 11,Totals,,115,130,175,200,155
Private training providers,Northern Territory,15 to 19 years,Year 11,Diploma,,-,-,-,5,5
Private training providers,Northern Territory,15 to 19 years,Year 11,Certificate IV,,10,5,10,15,10
Private training providers,Northern Territory,15 to 19 years,Year 11,Certificate III,,70,65,55,115,95
Private training providers,Northern Territory,15 to 19 years,Year 11,Certificate II,,30,35,60,40,25
Private training providers,Northern Territory,15 to 19 years,Year 11,Certificate I,,5,10,10,15,10
Private training providers,Northern Territory,15 to 19 years,Year 11,Non-AQF level,,-,10,45,20,10
Private training providers,Northern Territory,15 to 19 years,Certificate II,Totals,,30,15,25,50,55
Private training providers,Northern Territory,15 to 19 years,Certificate II,Certificate IV,,5,-,-,-,-
Private training providers,Northern Territory,15 to 19 years,Certificate II,Certificate III,,15,10,15,35,50
Private training providers,Northern Territory,15 to 19 years,Certificate II,Certificate II,,5,5,5,5,-
Private training providers,Northern Territory,15 to 19 years,Certificate II,Certificate I,,-,-,-,5,-
Private training providers,Northern Territory,15 to 19 years,Certificate II,Non-AQF level,,5,-,5,5,-
Private training providers,Northern Territory,15 to 19 years,Year 10,Totals,,190,160,235,190,215
Private training providers,Northern Territory,15 to 19 years,Year 10,Diploma,,-,5,-,-,-
Private training providers,Northern Territory,15 to 19 years,Year 10,Certificate IV,,5,-,5,5,5
Private training providers,Northern Territory,15 to 19 years,Year 10,Certificate III,,90,55,75,105,135
Private training providers,Northern Territory,15 to 19 years,Year 10,Certificate II,,85,85,110,60,40
Private training providers,Northern Territory,15 to 19 years,Year 10,Certificate I,,5,15,20,15,25
Private training providers,Northern Territory,15 to 19 years,Year 10,Non-AQF level,,-,5,25,5,10
Private training providers,Northern Territory,15 to 19 years,Certificate I,Totals,,10,5,5,20,20
Private training providers,Northern Territory,15 to 19 years,Certificate I,Certificate III,,5,-,-,-,5
Private training providers,Northern Territory,15 to 19 years,Certificate I,Certificate II,,5,-,5,15,20
